dataset,method,calibration,model,drop_out,reward,run,ece_l1,ece_l2,mce,ece_l1_bound,ece_l2_bound
val,CTM_mean,Beta,modelvit,do0,rew0,0,0.028528124159819025,0.0033123489839773975,0.9168930702588386,0.224136185691002,0.33253446992051133
iid_test,CTM_mean,Beta,modelvit,do0,rew0,0,0.016100439311337682,0.0008482548353394819,0.28422587725878296,0.22739313170391312,0.3358793969349931
ood_sncs_c10,CTM_mean,Beta,modelvit,do0,rew0,0,0.26949812498748804,0.07792907242803145,0.3732619029005887,0.39399715717362893,0.49246890403515775
ood_nsncs_svhn,CTM_mean,Beta,modelvit,do0,rew0,0,0.311189116417881,0.12141973291156803,0.4833285241155719,0.37439738467929434,0.43399746118114835
ood_nsncs_ti,CTM_mean,Beta,modelvit,do0,rew0,0,0.23807699371728958,0.07805605293459585,0.40748672102664685,0.3624559640891858,0.44226693743507256
ood_nsncs_lsun_cropped,CTM_mean,Beta,modelvit,do0,rew0,0,0.3652252772962889,0.14682243573643894,0.984225877258783,0.48694281811265044,0.5933793064300427
ood_nsncs_lsun_resize,CTM_mean,Beta,modelvit,do0,rew0,0,0.26801049063566906,0.08844910039696387,0.40351734336179856,0.3923668810660741,0.48012063892964896
ood_nsncs_isun,CTM_mean,Beta,modelvit,do0,rew0,0,0.25244874645195087,0.07733281404908544,0.37695135423567305,0.38495421892754855,0.47804009458096886
ood_nsncs_textures,CTM_mean,Beta,modelvit,do0,rew0,0,0.1840091734849074,0.04612133856167634,0.3187346075364586,0.3496841416065197,0.45515881752877446
ood_nsncs_places365,CTM_mean,Beta,modelvit,do0,rew0,0,0.28879639871083823,0.10409772081071157,0.48422587725878297,0.4130332319612594,0.5021635771125948
val,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.03148749476136075,0.0028788871595496123,0.24425116863763435,0.21119992696515955,0.32658661996479726
iid_test,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.029320775239073966,0.0017885543023216006,0.15341348140346292,0.21664860123303037,0.3338356655336799
ood_sncs_c10,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.24855266106069057,0.06861685432842841,0.3603274571990991,0.3669909252713053,0.4755537120501692
ood_nsncs_svhn,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.283068547581243,0.10417015848631461,0.5000896300790754,0.34243133417448457,0.4132735759066501
ood_nsncs_ti,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.1971894866528895,0.05590923943229327,0.3792120327330244,0.31562775086350414,0.4027548030905227
ood_nsncs_lsun_cropped,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.3317407484874815,0.13326457847883452,0.509922318682883,0.4485998130874713,0.5585416983587481
ood_nsncs_lsun_resize,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.22782754963706203,0.0673939522084289,0.3795764579212194,0.34626581384767674,0.4422451989133402
ood_nsncs_isun,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.2200337826920407,0.061849091854726077,0.36981457386065786,0.3462592722253715,0.4486023518110804
ood_nsncs_textures,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.16934532029835853,0.04224312219923455,0.33980355371716486,0.326936880773025,0.4393038862805176
ood_nsncs_places365,CTM_oc_mean,Sigmoid,modelvit,do0,rew0,0,0.24755083855334814,0.08187297380503059,0.4271759872602548,0.3659891027639628,0.4606060218908875
val,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.038566283129768064,0.005801153290527929,0.8359909527848459,0.2081058459244639,0.32737077906863893
iid_test,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.030117705099919862,0.0030968646133684922,0.32525558368250973,0.21469781498795149,0.3364594593687155
ood_sncs_c10,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.25207761859973216,0.0682548369216317,0.4592670128884874,0.3687088951692567,0.4759181853534764
ood_nsncs_svhn,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.2952917848255748,0.10773609806631775,0.5301739139252166,0.3560354257444846,0.41789537442489466
ood_nsncs_ti,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.20167902261668424,0.05482918160916858,0.4324994813089363,0.31831029918620884,0.4029749765889995
ood_nsncs_lsun_cropped,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.3249525015423503,0.12634602919135754,0.5708320692729739,0.44112735053181246,0.5531515887156072
ood_nsncs_lsun_resize,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.22933603923723214,0.06525568200767576,0.4529615534957593,0.3459673158067567,0.44071916499037334
ood_nsncs_isun,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.22201043025167996,0.06007353027108061,0.4062077801519921,0.346260435062913,0.4476393879179176
ood_nsncs_textures,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.16795675953178674,0.03971378599453694,0.4793005322246645,0.32326556867003586,0.4375770505399281
ood_nsncs_places365,CTM_oc_mean,Isotonic,modelvit,do0,rew0,0,0.2436421803338579,0.07655556521925894,0.44604268943041103,0.360174171180193,0.4558354692942079
val,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.030735635395495352,0.0040578480859164365,0.8918420723871622,0.21736920831837397,0.3278683850720872
iid_test,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.017843408582795737,0.0007741784048021137,0.08290143456616436,0.22098903290977112,0.33235433045775853
ood_sncs_c10,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.26062072178337736,0.07314866867309693,0.36836282179969215,0.3811325524559205,0.4801876831927763
ood_nsncs_svhn,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.3117364258221994,0.11891783994250868,0.4858100751146364,0.3733581117502385,0.4306238527199696
ood_nsncs_ti,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.21505688107326315,0.0650748114433959,0.3740355650808904,0.33556871174580627,0.41402755893443494
ood_nsncs_lsun_cropped,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.32953536315076387,0.1269178741597699,0.4893914476821244,0.44925557914089137,0.5522483051721536
ood_nsncs_lsun_resize,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.2411437698357205,0.0734462602526649,0.38457013357183883,0.3616556005082636,0.448542952755104
ood_nsncs_isun,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.2313631048332926,0.06611284045199753,0.3576842922319008,0.3597984962381282,0.4531121482360338
ood_nsncs_textures,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.17296085085197774,0.04197883799909251,0.3189835917829632,0.3336894118522887,0.43884127474187534
ood_nsncs_places365,CTM_oc_mean,Beta,modelvit,do0,rew0,0,0.2571478962210514,0.08556191336777233,0.415780981057857,0.3776597268935946,0.4642822123694909
val,GEN,Sigmoid,modelvit,do0,rew0,0,0.0313192954792283,0.002688996361011979,0.2196283229909401,0.1834737845467444,0.30541474868652746
iid_test,GEN,Sigmoid,modelvit,do0,rew0,0,0.030799238063682455,0.0020115516529084793,0.137127025657249,0.19350581930153327,0.3148358885826369
ood_sncs_c10,GEN,Sigmoid,modelvit,do0,rew0,0,0.25606464530792095,0.07573404379808223,0.46420828045925894,0.3624843151567694,0.48269752023446505
ood_nsncs_svhn,GEN,Sigmoid,modelvit,do0,rew0,0,0.4041720822474731,0.18762939947695095,0.6838357447521055,0.45959733696595306,0.5585875253001644
ood_nsncs_ti,GEN,Sigmoid,modelvit,do0,rew0,0,0.1906961351842926,0.04580367508961953,0.3445525718785972,0.2971158050331411,0.39482150846851005
ood_nsncs_lsun_cropped,GEN,Sigmoid,modelvit,do0,rew0,0,0.20440819098220978,0.052692389261106705,0.3759470386824936,0.3108278608310582,0.4128728808926559
ood_nsncs_lsun_resize,GEN,Sigmoid,modelvit,do0,rew0,0,0.2117190341586138,0.05455312389769904,0.40157830605641814,0.3181387040074622,0.42382452795717457
ood_nsncs_isun,GEN,Sigmoid,modelvit,do0,rew0,0,0.2149854843030187,0.05477133174265604,0.41380821729573036,0.328402166083825,0.4432692287027217
ood_nsncs_textures,GEN,Sigmoid,modelvit,do0,rew0,0,0.17555576105928195,0.042038463815037314,0.3732435958771372,0.3174893811982934,0.44717246504462965
ood_nsncs_places365,GEN,Sigmoid,modelvit,do0,rew0,0,0.2175003943246681,0.058257793056273065,0.4355925346571806,0.32392006417351665,0.43420369725565977
val,GEN,Isotonic,modelvit,do0,rew0,0,0.043509232292905785,0.005926551128758882,0.35714285714285715,0.18549554921513378,0.3114199542752091
iid_test,GEN,Isotonic,modelvit,do0,rew0,0,0.024972063105564588,0.0016449259491465402,0.26666666666666666,0.19198113046582982,0.31478327981396975
ood_sncs_c10,GEN,Isotonic,modelvit,do0,rew0,0,0.2552170904067033,0.07290759267224367,0.42186437877472466,0.3605055293443413,0.478392635190278
ood_nsncs_svhn,GEN,Isotonic,modelvit,do0,rew0,0,0.40259243928747773,0.18269619797482345,0.6503893363320399,0.45742511437647304,0.551316839217782
ood_nsncs_ti,GEN,Isotonic,modelvit,do0,rew0,0,0.19498456086843569,0.046792475546350486,0.3561036630960741,0.3002607278594404,0.39568701470148704
ood_nsncs_lsun_cropped,GEN,Isotonic,modelvit,do0,rew0,0,0.20750848930798257,0.052649928243031135,0.3755827561349654,0.31276507575789003,0.4117817288751442
ood_nsncs_lsun_resize,GEN,Isotonic,modelvit,do0,rew0,0,0.21510626539015718,0.055050759178190925,0.42984095199246714,0.32036132550109286,0.422632264482985
ood_nsncs_isun,GEN,Isotonic,modelvit,do0,rew0,0,0.21776444917357235,0.05470215345464199,0.36934908052671256,0.32994490822680067,0.4416433436745244
ood_nsncs_textures,GEN,Isotonic,modelvit,do0,rew0,0,0.17465976831043317,0.038845151625168,0.34638272229690403,0.31504612940157456,0.4420820180191851
ood_nsncs_places365,GEN,Isotonic,modelvit,do0,rew0,0,0.2180845410117808,0.05619849765670958,0.406857244411272,0.32337637918237516,0.43113174871101834
val,GEN,Beta,modelvit,do0,rew0,0,0.026443058766825102,0.0025150835113173908,0.4068674005855473,0.18612540641310732,0.3049079544401762
iid_test,GEN,Beta,modelvit,do0,rew0,0,0.019169867615058563,0.0008739801028905147,0.35512816063908487,0.19585083191631603,0.3132145654045888
ood_sncs_c10,GEN,Beta,modelvit,do0,rew0,0,0.2582177996554767,0.0723227436874476,0.37580235439740656,0.3659822616987092,0.47756704592070687
ood_nsncs_svhn,GEN,Beta,modelvit,do0,rew0,0,0.4078175035273358,0.18204175557892435,0.626983690474134,0.4639309912592351,0.5507530346395756
ood_nsncs_ti,GEN,Beta,modelvit,do0,rew0,0,0.20238574992375008,0.05036013115577683,0.3174451772480354,0.31012929519004445,0.39952831122197513
ood_nsncs_lsun_cropped,GEN,Beta,modelvit,do0,rew0,0,0.21412711105578874,0.0554049641754608,0.3167801176958175,0.32187173079856063,0.41472722699616993
ood_nsncs_lsun_resize,GEN,Beta,modelvit,do0,rew0,0,0.22208436566436252,0.05790340528258074,0.390777080482541,0.3298022350138601,0.42562604536524096
ood_nsncs_isun,GEN,Beta,modelvit,do0,rew0,0,0.2226498416406104,0.055915326811514315,0.4844203156061532,0.3374540428623198,0.44267270877194953
ood_nsncs_textures,GEN,Beta,modelvit,do0,rew0,0,0.17547628567607496,0.037687951409545124,0.32279723641886593,0.31914657127504875,0.4401949808715496
ood_nsncs_places365,GEN,Beta,modelvit,do0,rew0,0,0.2228234690023232,0.05720857357564037,0.3306847731908896,0.3305955444881558,0.43195221244296983
val,REN,Sigmoid,modelvit,do0,rew0,0,0.04777914847148328,0.005562481123308706,0.28653921875676563,0.19103885045673585,0.3126743865035426
iid_test,REN,Sigmoid,modelvit,do0,rew0,0,0.04220302442735475,0.002811180490723471,0.15588760619456524,0.19997213672343173,0.3211651241662687
ood_sncs_c10,REN,Sigmoid,modelvit,do0,rew0,0,0.25006530912308844,0.07593751665809781,0.4268691884837438,0.35786718526971006,0.4797566937889026
ood_nsncs_svhn,REN,Sigmoid,modelvit,do0,rew0,0,0.38040478494030366,0.1734242939054713,0.6318936082094152,0.4365499172550624,0.5374582801051095
ood_nsncs_ti,REN,Sigmoid,modelvit,do0,rew0,0,0.18019936980621495,0.04623079832793369,0.3848264795425047,0.28800124595283655,0.38772652872905017
ood_nsncs_lsun_cropped,REN,Sigmoid,modelvit,do0,rew0,0,0.19512936832556665,0.05322308837828054,0.3948106572330634,0.30293124447218833,0.4047376595584677
ood_nsncs_lsun_resize,REN,Sigmoid,modelvit,do0,rew0,0,0.20271661473448363,0.05535756395671211,0.3876567364066452,0.3105184908811053,0.4165510023994543
ood_nsncs_isun,REN,Sigmoid,modelvit,do0,rew0,0,0.20871434482296164,0.05610646407262267,0.37928873017970355,0.3236041119088871,0.437920636100413
ood_nsncs_textures,REN,Sigmoid,modelvit,do0,rew0,0,0.17787828508273962,0.047314365228202246,0.35460914885522676,0.3216553759250575,0.4484745066092037
ood_nsncs_places365,REN,Sigmoid,modelvit,do0,rew0,0,0.19729417685179584,0.051855077136427986,0.38721360947291444,0.30509605299841747,0.41762769506280994
val,REN,Isotonic,modelvit,do0,rew0,0,0.04528839731062259,0.005648765707561541,0.3333333333333333,0.19026296519860067,0.3156433977741354
iid_test,REN,Isotonic,modelvit,do0,rew0,0,0.024718193646974054,0.0015952089360835816,0.21394398925767516,0.1983687494987616,0.3192524686047749
ood_sncs_c10,REN,Isotonic,modelvit,do0,rew0,0,0.24821342286115866,0.06803693222965686,0.39217274300767274,0.3573419979027451,0.47125906750267893
ood_nsncs_svhn,REN,Isotonic,modelvit,do0,rew0,0,0.37843677072043314,0.1599126802055204,0.5968645194593322,0.43529291918524016,0.524556530898057
ood_nsncs_ti,REN,Isotonic,modelvit,do0,rew0,0,0.18600968249773087,0.04506590345859623,0.3525996710563903,0.29514566698524236,0.38620439820079167
ood_nsncs_lsun_cropped,REN,Isotonic,modelvit,do0,rew0,0,0.19786337404290966,0.04983614874932033,0.36929974952153294,0.3070030906504923,0.40027548101186505
ood_nsncs_lsun_resize,REN,Isotonic,modelvit,do0,rew0,0,0.20555502628843134,0.051656112570893045,0.36701053445188325,0.31468720192915517,0.41218488373484846
ood_nsncs_isun,REN,Isotonic,modelvit,do0,rew0,0,0.20862562158241735,0.05071044804225347,0.3957198390637355,0.3249083971968285,0.4315198536976575
ood_nsncs_textures,REN,Isotonic,modelvit,do0,rew0,0,0.17015856526764192,0.0368552654188738,0.2929023224279567,0.315546034619717,0.4365773156704253
ood_nsncs_places365,REN,Isotonic,modelvit,do0,rew0,0,0.2008377723395219,0.047857761900304246,0.33816996272957434,0.31002631003972153,0.41261456717506995
val,REN,Beta,modelvit,do0,rew0,0,0.02221386994282841,0.001949482573802117,0.2075620694815641,0.19206947391632828,0.3097008714312631
iid_test,REN,Beta,modelvit,do0,rew0,0,0.017775800406038326,0.0007509402753322402,0.352360017660472,0.2017022226178038,0.31788108226498984
ood_sncs_c10,REN,Beta,modelvit,do0,rew0,0,0.2540197805095628,0.06926691866088786,0.3608978432364883,0.3647909772915371,0.47241747729890304
ood_nsncs_svhn,REN,Beta,modelvit,do0,rew0,0,0.3877222116518257,0.1625084102670979,0.5943393372421845,0.44539908671127637,0.5270682785247178
ood_nsncs_ti,REN,Beta,modelvit,do0,rew0,0,0.19600955179371096,0.04939845492628603,0.3316560621566052,0.3068096102752316,0.3914928931707264
ood_nsncs_lsun_cropped,REN,Beta,modelvit,do0,rew0,0,0.20783892974548127,0.054214808438475204,0.33204787743399844,0.31860776369316535,0.4053368466315996
ood_nsncs_lsun_resize,REN,Beta,modelvit,do0,rew0,0,0.21458253977228878,0.055188857454258236,0.32892496641652,0.32533911976504465,0.41613787373134875
ood_nsncs_isun,REN,Beta,modelvit,do0,rew0,0,0.21599257812424008,0.05315334860470625,0.31513005714810916,0.33401351703059823,0.43427901520415807
ood_nsncs_textures,REN,Beta,modelvit,do0,rew0,0,0.1719666672279016,0.03622992967208962,0.27396577465826355,0.3196428060037771,0.4355341003190299
ood_nsncs_places365,REN,Beta,modelvit,do0,rew0,0,0.209518609279091,0.05109307747155073,0.31345291062647845,0.3203398665331882,0.41625163981771973
val,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.04029577498689616,0.004607925976094578,0.7863184667511648,0.21626825310491202,0.3278448243572565
iid_test,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.023169330270809765,0.0010370057608053806,0.06611274311828064,0.22439811472102705,0.3344574494208125
ood_sncs_c10,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.29040516997809307,0.08614235990580517,0.3533906303476035,0.41444692547383777,0.5172592624937649
ood_nsncs_svhn,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.38483494532394275,0.16625875846714308,0.5324139702096533,0.44943809532457857,0.5129639456317304
ood_nsncs_ti,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.20709894098811937,0.05690143079979134,0.3422603658497642,0.331140696483864,0.4071732875236823
ood_nsncs_lsun_cropped,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.2670653605958225,0.08610148377253586,0.39511417594039017,0.3911071160915671,0.479926796401696
ood_nsncs_lsun_resize,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.22917145412176185,0.061190448968107436,0.33784122714115405,0.35321320961750663,0.4389966319061564
ood_nsncs_isun,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.22755781692810395,0.05786506647340544,0.31640190125060197,0.35975522302621465,0.4545549145790094
ood_nsncs_textures,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.18043606329652043,0.03841618561305258,0.2800899667578691,0.3458725416013962,0.45482802071082873
ood_nsncs_places365,NNGuide,Sigmoid,modelvit,do0,rew0,0,0.25805443614191576,0.07879925023804014,0.3792810658677477,0.3820961916376605,0.4693488510639492
val,NNGuide,Isotonic,modelvit,do0,rew0,0,0.03464814401741698,0.004463312568181858,1.0,0.20612683798412879,0.3253057953679302
iid_test,NNGuide,Isotonic,modelvit,do0,rew0,0,0.039125541860345794,0.003317636681663789,0.25873748040409017,0.21842517576623305,0.33894093414006476
ood_sncs_c10,NNGuide,Isotonic,modelvit,do0,rew0,0,0.28369979623815544,0.08783008463704618,0.47489307319183943,0.4038890615573885,0.5193948026328346
ood_nsncs_svhn,NNGuide,Isotonic,modelvit,do0,rew0,0,0.368265757451397,0.16462846468285486,0.6134547012055325,0.4308624621226956,0.511498947239106
ood_nsncs_ti,NNGuide,Isotonic,modelvit,do0,rew0,0,0.1876304506398885,0.047491483716302366,0.4054618492773623,0.30781971595912144,0.3970921834508709
ood_nsncs_lsun_cropped,NNGuide,Isotonic,modelvit,do0,rew0,0,0.2609990214458316,0.09003369716044357,0.5175107963358926,0.38118828676506455,0.4847392756702372
ood_nsncs_lsun_resize,NNGuide,Isotonic,modelvit,do0,rew0,0,0.21363481463564005,0.05505752459239351,0.400213492885841,0.33382407995487307,0.4330258781030574
ood_nsncs_isun,NNGuide,Isotonic,modelvit,do0,rew0,0,0.21585082839887126,0.054284457435381135,0.41321667218314334,0.3439424460250262,0.45166386855630486
ood_nsncs_textures,NNGuide,Isotonic,modelvit,do0,rew0,0,0.1802557831496767,0.04311832239872682,0.39187287896513173,0.33952044126071507,0.46073632678209697
ood_nsncs_places365,NNGuide,Isotonic,modelvit,do0,rew0,0,0.24762271016245754,0.0778421320271908,0.4952121779335211,0.36781197548169053,0.4691556796908925
val,NNGuide,Beta,modelvit,do0,rew0,0,0.047003815850502485,0.008482842197600968,0.999999998436454,0.2237882068788682,0.3300485717110348
iid_test,NNGuide,Beta,modelvit,do0,rew0,0,0.016829363060984665,0.0008707954810926681,0.29637605392277977,0.2297703120760034,0.33417253037390915
ood_sncs_c10,NNGuide,Beta,modelvit,do0,rew0,0,0.29827519511521056,0.09544792461373373,0.4149093278753225,0.42360929533233466,0.526157062226985
ood_nsncs_svhn,NNGuide,Beta,modelvit,do0,rew0,0,0.39682731939027127,0.18685869510844014,0.5623629685557487,0.46234355328673693,0.5324962336600193
ood_nsncs_ti,NNGuide,Beta,modelvit,do0,rew0,0,0.20887458475428905,0.06517740070080513,0.39930943296842125,0.3328587427866266,0.4172209392773767
ood_nsncs_lsun_cropped,NNGuide,Beta,modelvit,do0,rew0,0,0.28159698273166217,0.10399011045706413,0.45430717523816005,0.4068802158129665,0.49795591286466984
ood_nsncs_lsun_resize,NNGuide,Beta,modelvit,do0,rew0,0,0.2305866730783566,0.06925076912538274,0.39143066736329,0.3560979062036392,0.4477652568292833
ood_nsncs_isun,NNGuide,Beta,modelvit,do0,rew0,0,0.22914346081752474,0.06489973179144119,0.3664402061545322,0.36287280569409247,0.4615735377543307
ood_nsncs_textures,NNGuide,Beta,modelvit,do0,rew0,0,0.1911167889096065,0.04771382973762135,0.32665249867536383,0.3574088071347572,0.46500661674979005
ood_nsncs_places365,NNGuide,Beta,modelvit,do0,rew0,0,0.2731431181895441,0.09571270707430045,0.4373575089190421,0.3981635669638768,0.48683075223630984
val,fDBD,Sigmoid,modelvit,do0,rew0,0,0.034617334385458054,0.003127522131206854,0.21442196314444617,0.20323416643224812,0.3195752549771095
iid_test,fDBD,Sigmoid,modelvit,do0,rew0,0,0.024715912435760993,0.0012878375510315867,0.09769745658885881,0.2092612513233746,0.32800432119591666
ood_sncs_c10,fDBD,Sigmoid,modelvit,do0,rew0,0,0.25464800227434187,0.07330932222413519,0.40507589908018127,0.3665921958122222,0.47698328693406183
ood_nsncs_svhn,fDBD,Sigmoid,modelvit,do0,rew0,0,0.31524864592831453,0.12876759401416615,0.5464153439550662,0.37355117073321525,0.4492127308182344
ood_nsncs_ti,fDBD,Sigmoid,modelvit,do0,rew0,0,0.17559008577966584,0.04517944523621662,0.3605207163037846,0.28753427931754616,0.3765257565938649
ood_nsncs_lsun_cropped,fDBD,Sigmoid,modelvit,do0,rew0,0,0.20252868183163295,0.056853214122539956,0.3877458875093405,0.3144728753695133,0.40847891333079395
ood_nsncs_lsun_resize,fDBD,Sigmoid,modelvit,do0,rew0,0,0.20344955753333546,0.055653535154823124,0.3764142798580997,0.3153937510712158,0.4133720290181131
ood_nsncs_isun,fDBD,Sigmoid,modelvit,do0,rew0,0,0.2033059277611952,0.05356187032870348,0.3558142507565102,0.32261036643994534,0.4272334651191215
ood_nsncs_textures,fDBD,Sigmoid,modelvit,do0,rew0,0,0.15026772875106548,0.036886226169407094,0.3210968191067572,0.29956949472102834,0.4076701705769295
ood_nsncs_places365,fDBD,Sigmoid,modelvit,do0,rew0,0,0.19451455468921766,0.0542575066402713,0.3773734150296273,0.30645874822709795,0.398008240230769
val,fDBD,Isotonic,modelvit,do0,rew0,0,0.047827075865161515,0.007636776810927487,0.8333333333333334,0.20250191230057019,0.32341769748458715
iid_test,fDBD,Isotonic,modelvit,do0,rew0,0,0.027232666159952113,0.001694988623066205,0.3873861054503048,0.20654261560507775,0.3294591078188618
ood_sncs_c10,fDBD,Isotonic,modelvit,do0,rew0,0,0.2536786007177813,0.071049259429886,0.49570026989205623,0.3637392518536347,0.47570373192143184
ood_nsncs_svhn,fDBD,Isotonic,modelvit,do0,rew0,0,0.31359358282770144,0.12479925443480773,0.5949648718546553,0.3709910232312056,0.44528501825729316
ood_nsncs_ti,fDBD,Isotonic,modelvit,do0,rew0,0,0.17647384056239052,0.04372237253200967,0.4767203815174729,0.286712124517736,0.37586653993850144
ood_nsncs_lsun_cropped,fDBD,Isotonic,modelvit,do0,rew0,0,0.2019038445934876,0.05415786684114357,0.4411082875829623,0.3120295611334913,0.4060212225616319
ood_nsncs_lsun_resize,fDBD,Isotonic,modelvit,do0,rew0,0,0.20401995027755362,0.05399009436884016,0.5232215638190388,0.31422454396473304,0.412308117458786
ood_nsncs_isun,fDBD,Isotonic,modelvit,do0,rew0,0,0.202682067436951,0.05146355841339693,0.5384938169944037,0.3201195925697941,0.42551822918554405
ood_nsncs_textures,fDBD,Isotonic,modelvit,do0,rew0,0,0.1486392776164405,0.03372630062363053,0.4726184554047795,0.2953092861424388,0.4054619765279976
ood_nsncs_places365,fDBD,Isotonic,modelvit,do0,rew0,0,0.19431521611070535,0.051998616860155514,0.4773765813222895,0.3044486895080657,0.39612663353090033
val,fDBD,Beta,modelvit,do0,rew0,0,0.03456258290263476,0.0033970615968869438,0.4240464569117221,0.20813486631747657,0.3207530805448716
iid_test,fDBD,Beta,modelvit,do0,rew0,0,0.0151994205098629,0.0006619498169888915,0.1571223279843527,0.2125965713009042,0.3269810106837114
ood_sncs_c10,fDBD,Beta,modelvit,do0,rew0,0,0.260824324742186,0.07711672082776001,0.40826436319396736,0.3744667265010898,0.4807016306020316
ood_nsncs_svhn,fDBD,Beta,modelvit,do0,rew0,0,0.3272295577065692,0.13754012493714726,0.538022318876251,0.38620929533120263,0.45872593124567485
ood_nsncs_ti,fDBD,Beta,modelvit,do0,rew0,0,0.18366135867439706,0.05188968965640418,0.37746636613807205,0.29745706693936935,0.38522522764402234
ood_nsncs_lsun_cropped,fDBD,Beta,modelvit,do0,rew0,0,0.21126061703312915,0.0631292324611147,0.39010981742608297,0.3249235211612521,0.415915580000052
ood_nsncs_lsun_resize,fDBD,Beta,modelvit,do0,rew0,0,0.21064476398389226,0.06100423309577297,0.3865366968510559,0.3244270081021724,0.4193997836156466
ood_nsncs_isun,fDBD,Beta,modelvit,do0,rew0,0,0.20936276636035356,0.05759134996970988,0.3672938089010245,0.3305468103674412,0.4318436360688001
ood_nsncs_textures,fDBD,Beta,modelvit,do0,rew0,0,0.15539858316899097,0.0398497775562966,0.3341530758270852,0.3068259370366908,0.4113307372723627
ood_nsncs_places365,fDBD,Beta,modelvit,do0,rew0,0,0.20334331282299345,0.06099090247718988,0.392771403974133,0.31702280438743524,0.40608270748070574
val,Maha,Sigmoid,modelvit,do0,rew0,0,0.02429865469084817,0.0037048955643638934,0.6652402728925579,0.2960731188493937,0.3855170342565444
iid_test,Maha,Sigmoid,modelvit,do0,rew0,0,0.01276524155446221,0.0010294015930004262,0.8843738219589958,0.28827386911017794,0.37719155772498236
ood_sncs_c10,Maha,Sigmoid,modelvit,do0,rew0,0,0.372220814363904,0.15173968608917784,0.4844739151869462,0.5255057637460983,0.6080520791281955
ood_nsncs_svhn,Maha,Sigmoid,modelvit,do0,rew0,0,0.5566599547379129,0.3402766629681172,0.6749595803781675,0.6365453057329531,0.6849008843848832
ood_nsncs_ti,Maha,Sigmoid,modelvit,do0,rew0,0,0.37291745247927693,0.16198896854936323,0.5025616604982881,0.525955162678463,0.6080156979709068
ood_nsncs_lsun_cropped,Maha,Sigmoid,modelvit,do0,rew0,0,0.37986341068832435,0.15230381236936333,0.44060277557476063,0.5328699544704834,0.6170918616093817
ood_nsncs_lsun_resize,Maha,Sigmoid,modelvit,do0,rew0,0,0.39491005005423796,0.1696657794264911,0.8843738219589958,0.5441046690375413,0.6300091829814587
ood_nsncs_isun,Maha,Sigmoid,modelvit,do0,rew0,0,0.36381447145254653,0.14599195219752473,0.8843738219589958,0.5248381631016938,0.6139849274390902
ood_nsncs_textures,Maha,Sigmoid,modelvit,do0,rew0,0,0.21199492004237594,0.05823591712956407,0.3399978232427522,0.4166673809763677,0.5140485020349438
ood_nsncs_places365,Maha,Sigmoid,modelvit,do0,rew0,0,0.3703589651673206,0.16302701825829594,0.5324609755494338,0.5063593190071587,0.5857893086393907
val,Maha,Isotonic,modelvit,do0,rew0,0,0.0370740806732525,0.002981536637275721,0.3110542854330871,0.29248612415484204,0.3856152571887954
iid_test,Maha,Isotonic,modelvit,do0,rew0,0,0.028718288890233104,0.0014170544910693601,0.18151654971953957,0.285182222092344,0.37806579228406956
ood_sncs_c10,Maha,Isotonic,modelvit,do0,rew0,0,0.367368933799895,0.14583975011907013,0.5224857307929802,0.5181922422452405,0.6014601568416087
